,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,place_id,user_id,score,comment
0,0,0,0,신불산온천,변창준,1.0,별 반쪽도 아까운집 온천은 땅속에서 더운물 올라오는게 온천아닌가 근데이집은 그냥동네 목욕탕 물이차거워서 왜 물이 차겁냐 하니깐 카운터여자 보일러 고장이래 머래 헐 대박
