,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,place_id,user_id,score,comment
0,0,0,0,가지산 입석대,김호영(황소바위),5.0,
1,1,1,1,가지산 입석대,기회란,4.0,
2,2,2,2,가지산 입석대,손영진(산동무),5.0,
