,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,place_id,user_id,score,comment
0,0,0,0,돈방바위,장승원,5.0,울산에 1년 가까이 오면서 한번을 느꺼보지 못했던  나만의 시간이다ㆍ아침에 느끼는 상쾌하고 차가운 신선함은 정신을 맑게 해준다
